video_id,block,animal,date,time,day_num,trial,trial_type,PlatformQuadrant,StartLocation,Comments,Distance moved Center-point Total cm,Velocity Center-point Mean cm/s,Distance to point Arena (Center) / Center-point Mean cm,Distance to point Arena (Center) / Center-point Total cm,Distance to point SE Platform (Center) / Center-point Mean cm,Distance to point SE Platform (Center) / Center-point Total cm,Distance to point NW Platform (Center) / Center-point Mean cm,Distance to point NW Platform (Center) / Center-point Total cm,Distance to point NE Platform (Center) / Center-point Mean cm,Distance to point NE Platform (Center) / Center-point Total cm,Distance to point SW Platform (Center) / Center-point Mean cm,Distance to point SW Platform (Center) / Center-point Total cm,In zone Arena / Center-point Frequency,In zone Arena / Center-point Cumulative Duration s,In zone Arena / Center-point Latency to First s,In zone Arena / Center-point Cumulative Duration %,In zone NW Quad / Center-point Frequency,In zone NW Quad / Center-point Cumulative Duration s,In zone NW Quad / Center-point Latency to First s,In zone NW Quad / Center-point Cumulative Duration %,In zone NE Quad / Center-point Frequency,In zone NE Quad / Center-point Cumulative Duration s,In zone NE Quad / Center-point Latency to First s,In zone NE Quad / Center-point Cumulative Duration %,In zone SE Quad / Center-point Frequency,In zone SE Quad / Center-point Cumulative Duration s,In zone SE Quad / Center-point Latency to First s,In zone SE Quad / Center-point Cumulative Duration %,In zone SW Quad / Center-point Frequency,In zone SW Quad / Center-point Cumulative Duration s,In zone SW Quad / Center-point Latency to First s,In zone SW Quad / Center-point Cumulative Duration %,In zone SW Annulus / Center-point Frequency,In zone SW Annulus / Center-point Cumulative Duration s,In zone SW Annulus / Center-point Latency to First s,In zone SW Annulus / Center-point Cumulative Duration %,In zone SE Annulus / Center-point Frequency,In zone SE Annulus / Center-point Cumulative Duration s,In zone SE Annulus / Center-point Latency to First s,In zone SE Annulus / Center-point Cumulative Duration %,In zone NE Annulus / Center-point Frequency,In zone NE Annulus / Center-point Cumulative Duration s,In zone NE Annulus / Center-point Latency to First s,In zone NE Annulus / Center-point Cumulative Duration %,In zone NW Annulus / Center-point Frequency,In zone NW Annulus / Center-point Cumulative Duration s,In zone NW Annulus / Center-point Latency to First s,In zone NW Annulus / Center-point Cumulative Duration %,EscapeLatency(s),DistanceMoved(cm),Velocity(cm/s),TotalSearchError(cm*s),MeanSearchError(cm),ProbeWeight,MeanSearchError*ProbeWeight,TimeInQuad(%),TimeInOppoQuad(%),TimeInPrevQuad(%),SLI,rat_source,dob,date_received,sex,AgeMon,strain,genotype,DailyAgeMos,age_mo,group
Statistics-NRBP1E_MWM_SLI_Day07.xlsx,Block4,H185,45280,9:20:00 AM,Day07,Trial3,Train,SW,W,,353.098,21.0723,53.552,26936.7,60.8852,30625.2,73.1507,36794.8,78.975,39724.4,47.8737,24080.5,1,16.7899,1,95.4459,1,1.76911,12.2503,10.0569,1,2.53684,9.71343,14.4213,1,3.77188,5.94155,21.4421,2,6.6759,0.801108,37.9507,1,0.133518,15.5548,0.759013,0,0,-,0,0,0,-,0,0,0,-,0,16.7899,353.098,21.0723,712.528868,51.27912999,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day08.xlsx,Block4,H185,45281,9:20:00 AM,Day08,Trial1,Train,SW,E,,357.487,22.0394,57.7831,28140.4,59.1257,28794.2,79.5233,38727.9,87.1719,42452.7,49.6833,24195.8,1,16.2537,0,100,1,1.86901,8.94455,11.499,1,0.867755,8.0768,5.33881,1,8.0768,0,49.692,1,3.40427,10.8136,20.9446,1,0.233626,14.2178,1.43737,0,0,-,0,0,0,-,0,0,0,-,0,16.2537,357.487,22.0394,513.6077397,46.16068642,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day08.xlsx,Block4,H185,45281,9:20:00 AM,Day08,Trial2,Train,SW,S,,473.215,22.2894,61.5438,39203.4,70.3133,44789.6,76.9645,49026.4,95.4788,60820,42.9425,27354.3,1,21.2639,0,100,2,2.5036,4.94043,11.7739,1,1.0682,7.87799,5.02355,3,2.90417,8.94619,13.6578,3,11.9171,0,56.044,1,0.567482,19.2276,2.66876,2,0.300432,9.44691,1.41287,0,0,-,0,1,0.433957,6.54273,2.04082,21.2639,473.215,22.2894,826.5246078,44.6114797,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day08.xlsx,Block4,H185,45281,9:20:00 AM,Day08,Trial3,Probe,SW,N,,770.722,25.6893,52.0833,46875,70.1022,63092,63.0589,56753,71.9502,64755.2,52.0527,46847.4,1,30.0351,0,100,2,4.83898,9.81146,16.1111,5,6.27399,0,20.8889,2,2.90339,3.07025,9.66667,5,13.5158,4.00468,45,5,0.901053,21.5585,3,0,0,-,0,3,0.500585,1.86885,1.66667,0,0,-,0,30.0351,770.722,25.6893,1310.013764,51.09979212,1.3,66.42972975,45,20.8889,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial1,Cue,NW,W,,395.974,23.8034,40.4945,20206.7,72.4565,36155.8,38.8189,19370.6,53.8826,26887.4,60.3852,30132.2,1,16.6685,0,100,3,6.71418,0,40.2806,3,2.93954,4.04187,17.6353,1,1.33616,11.658,8.01603,2,2.13785,9.21948,12.8257,1,0.300635,10.422,1.80361,0,0,-,0,2,0.534462,4.94378,3.20641,1,0.133615,14.6309,0.8016,16.6685,395.974,23.8034,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial2,Cue,NW,S,,308.715,22.2067,64.5977,26937.2,90.4759,37728.4,56.9043,23729.1,99.0668,41310.9,49.3157,20564.6,1,13.9353,0,100,2,3.80965,5.14637,27.3381,0,0,-,0,0,0,-,0,2,8.08716,0,58.0336,0,0,-,0,0,0,-,0,0,0,-,0,1,0.133672,11.8968,0.959233,13.9353,308.715,22.2067,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial3,Cue,SW,N,,210.429,20.7127,63.829,19467.9,90.0945,27478.8,57.0707,17406.6,90.7243,27670.9,48.4425,14775,1,10.1928,0,100,1,3.87661,0,38.0328,0,0,-,0,0,0,-,0,1,4.27764,3.87661,41.9672,1,0.334191,8.15426,3.27869,0,0,-,0,0,0,-,0,0,0,-,0,10.1928,210.429,20.7127,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial4,Cue,SW,E,,184.388,22.8757,51.1853,12386.9,63.9763,15482.3,70.0466,16951.3,50.3859,12193.4,67.2425,16272.7,1,8.09386,0,100,1,0.46824,4.71584,5.78513,1,4.71584,0,58.2645,0,0,-,0,1,0.869588,5.18408,10.7438,2,0.301011,6.05367,3.71901,0,0,-,0,0,0,-,0,0,0,-,0,8.09386,184.388,22.8757,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial5,Cue,SE,W,,171.388,19.7146,57.9186,15116.8,58.1924,15188.2,74.5097,19447,88.991,23226.7,45.0883,11768,1,8.72687,0,100,0,0,-,0,0,0,-,0,1,1.27058,5.41668,14.5594,1,5.41668,0,62.069,0,0,-,0,1,0.133745,6.68726,1.53256,0,0,-,0,0,0,-,0,8.72687,171.388,19.7146,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1E_MWM_CUE_Day09.xlsx,Block6,H185,45282,9:00:00 AM,Day09,Trial6,Cue,SE,N,,704.371,23.4691,52.8852,47596.7,88.2426,79418.4,38.5349,34681.4,79.0762,71168.5,52.5785,47320.6,1,30.046,0,100,4,16.9927,0,56.5556,0,0,-,0,1,0.166922,29.8791,0.555554,4,11.5844,4.07291,38.5556,2,0.267076,7.3112,0.888889,0,0,-,0,0,0,-,0,2,0.400614,13.5875,1.33333,30.046,704.371,23.4691,,,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day01.xlsx,Block1,H190,44511,8:00:00 AM,Day01,Trial1,Train,SW,W,,1694.55,18.822,74.1839,199851,96.1013,258897,86.4049,232775,110.385,297377,65.4298,176268,1,90.0639,0,100,6,26.745,0,29.6956,3,8.69214,52.2866,9.65108,5,16.7156,19.2899,18.5598,7,36.4735,7.6892,40.4974,0,0,-,0,0,0,-,0,2,0.334313,71.0081,0.371195,2,0.26745,5.75018,0.296956,90.0639,1694.55,18.822,5774.794866,66.5122616,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day01.xlsx,Block1,H190,44511,8:00:00 AM,Day01,Trial2,Train,SW,E,,973.222,19.1407,81.2732,123942,98.3089,149921,86.9065,132532,91.6126,139709,88.2012,134507,1,50.8792,0,100,2,16.0144,9.80884,31.4754,2,12.7448,4.50406,25.0492,2,10.4427,0,20.5246,2,10.6429,15.881,20.918,1,0.400361,49.8449,0.786886,0,0,-,0,0,0,-,0,0,0,-,0,50.8792,973.222,19.1407,4146.614337,92.19707969,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day01.xlsx,Block1,H190,44511,8:00:00 AM,Day01,Trial3,Train,SW,S,"experimenter reaches in, trial ruined",1562.32,17.3581,79.2562,213913,88.3957,238580,95.017,256451,96.1217,259432,84.361,227690,1,90.0384,0,100,3,23.0517,7.9063,25.6021,4,22.0843,1.86815,24.5276,5,20.6498,0,22.9344,5,23.5854,5.80462,26.1949,1,0.06672,6.47182,0.0741017,0,0,-,0,2,0.200159,14.7784,0.222304,0,0,-,0,90.0384,1562.32,17.3581,7480.459443,86.45512197,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day02.xlsx,Block1,H190,44512,8:00:00 AM,Day02,Trial1,Train,SW,S,,2052.71,22.8075,80.7159,217852,87.5208,236219,100.073,270097,111.946,302143,75.7601,204476,1,90.0349,0,100,5,20.2487,15.6118,22.4898,3,9.84079,4.47005,10.93,6,27.6209,0,30.678,6,31.5572,10.4079,35.05,0,0,-,0,2,0.166794,55.4754,0.185255,0,0,-,0,1,0.200151,59.7119,0.222304,90.0349,2052.71,22.8075,6732.497126,77.06582912,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day02.xlsx,Block1,H190,44512,8:00:00 AM,Day02,Trial2,Train,SW,N,,2031.34,22.57,76.3351,206028,84.7394,228712,97.6426,263537,100.304,270722,77.0007,207825,1,90.0351,0,100,4,19.348,0.467021,21.4894,5,16.4458,0,18.266,6,24.4519,11.0417,27.1582,6,29.1889,6.67174,32.4194,1,0.300228,7.30556,0.333457,1,0.300228,63.3482,0.333457,0,0,-,0,0,0,-,0,90.0351,2031.34,22.57,6641.420555,78.10821251,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day02.xlsx,Block1,H190,44512,8:00:00 AM,Day02,Trial3,Probe,SW,E,,654.275,21.8077,66.996,60296.4,70.1937,63174.4,103.449,93104.1,99.3918,89452.7,62.7264,56453.7,1,30.0354,0,100,1,2.5697,21.9259,8.55556,1,5.40638,16.5195,18,2,9.4111,0,31.3333,3,12.2812,3.671,40.8889,1,0.3671,9.61134,1.22222,0,0,-,0,0,0,-,0,0,0,-,0,30.0354,654.275,21.8077,1585.780404,63.80448776,,,40.8889,18,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day03.xlsx,Block2,H190,44513,8:00:00 AM,Day03,Trial1,Train,SW,E,,710.749,23.4777,66.1494,60063.6,84.2337,76484.2,87.3884,79348.7,112.674,102308,54.007,49038.3,1,30.3068,0,100,1,4.50596,9.31232,14.8678,1,0.834437,13.8183,2.7533,2,8.57802,0,28.304,2,15.3536,0.867815,50.6608,1,0.367153,29.2721,1.21146,0,0,-,0,0,0,-,0,0,0,-,0,30.3068,710.749,23.4777,1359.516481,53.32750071,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day03.xlsx,Block2,H190,44513,8:00:00 AM,Day03,Trial2,Train,SW,W,,1745.88,25.0744,69.1251,144333,83.3903,174119,90.838,189670,99.0097,206732,66.965,139823,1,69.6613,0,100,5,13.3117,0,19.1092,5,11.0097,1.56805,15.8046,6,16.9149,4.90432,24.2816,6,25.6226,9.14138,36.7816,2,0.533803,61.0537,0.766283,2,0.200177,51.9457,0.287357,1,0.36699,2.73574,0.52682,2,0.266902,47.2416,0.383142,69.6613,1745.88,25.0744,4584.853577,68.198024,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day03.xlsx,Block2,H190,44513,8:00:00 AM,Day03,Trial3,Train,SW,N,,2207.97,24.5258,66.6299,179634,86.0765,232062,82.5141,222458,89.9485,242501,70.6732,190535,1,90.0599,0,100,6,25.5548,0,28.3754,5,18.7068,5.84587,20.7715,6,19.0074,8.0506,21.1053,5,25.5548,11.1239,28.3754,0,0,-,0,2,0.26724,8.91913,0.296736,0,0,-,0,2,0.26724,4.07541,0.296736,90.0599,2207.97,24.5258,6087.750096,71.24132822,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day04.xlsx,Block2,H190,44514,8:00:00 AM,Day04,Trial1,Train,SW,W,,2429.26,26.9909,72.8665,196667,98.2159,265085,76.5055,206488,92.9315,250822,75.8815,204804,1,90.0362,0,100,8,31.3242,0,34.7907,6,16.5461,10.5748,18.3772,7,11.9426,13.3436,13.2642,6,27.5213,1.43444,30.5669,0,0,-,0,6,0.7339,14.1109,0.815116,2,0.200156,11.6423,0.222306,2,0.233514,86.1332,0.259356,90.0362,2429.26,26.9909,6756.218799,76.97098317,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day04.xlsx,Block2,H190,44514,8:00:00 AM,Day04,Trial2,Train,SW,S,,2064.92,22.9392,73.0928,197351,85.9282,232006,92.3995,249479,104.111,281100,69.8269,188533,1,90.0504,0,100,4,20.6115,19.4109,22.8889,4,11.4397,24.6805,12.7037,8,24.8806,0,27.6296,6,31.7178,4.2357,35.2222,0,0,-,0,4,0.50028,2.40134,0.555556,0,0,-,0,0,0,-,0,90.0504,2064.92,22.9392,6201.53708,70.96294965,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day04.xlsx,Block2,H190,44514,8:00:00 AM,Day04,Trial3,Probe,SW,N,,668.846,22.2801,63.4675,57184.3,64.6699,58267.5,100,90100.1,101.555,91500.9,61.8382,55716.2,1,30.0533,0,100,2,5.27017,0.567043,17.5361,3,1.63442,0,5.4384,3,12.5083,6.53768,41.6204,2,9.67309,3.33555,32.1865,0,0,-,0,2,0.366911,9.03934,1.22087,0,0,-,0,0,0,-,0,30.0533,668.846,22.2801,1567.430616,62.74363115,1.1,69.01799426,32.1865,5.4384,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day05.xlsx,Block3,H190,44515,8:00:00 AM,Day05,Trial1,Train,SW,W,,2135.94,23.7306,72.5605,195841,70.5041,190291,105.052,283534,91.9368,248138,78.1868,211026,1,90.0411,0,100,5,11.4428,0,12.7084,5,20.0499,9.14089,22.2675,7,34.8288,4.33692,38.681,6,21.4177,0.03336,23.7866,1,0.266887,89.6074,0.296406,2,0.36697,45.4042,0.407558,2,0.200165,10.9757,0.222304,2,0.200166,85.971,0.222305,90.0411,2135.94,23.7306,6954.037756,79.50144856,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day05.xlsx,Block3,H190,44515,8:00:00 AM,Day05,Trial2,Train,SW,N,,1051.9,24.1546,65.175,85118.5,91.795,119884,75.4711,98565.2,93.187,121702,66.8642,87324.7,1,43.5819,0,100,4,14.683,0.367075,33.6907,3,6.57399,0,15.0842,3,8.07566,7.27477,18.5299,4,11.7464,11.6463,26.9525,2,0.66741,40.8121,1.53139,1,0.467187,30.6675,1.07198,0,0,-,0,2,0.233594,4.57176,0.535989,43.5819,1051.9,24.1546,2643.386697,67.94691912,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day05.xlsx,Block3,H190,44515,8:00:00 AM,Day05,Trial3,Train,SW,S,,582.711,25.0303,56.2874,39119.7,86.5521,60153.7,78.576,54610.3,106.47,73996.4,46.3124,32187.1,1,23.3138,0,100,2,4.93112,12.9819,21.1511,1,1.27471,18.4833,5.46763,3,4.05894,0,17.4101,4,11.204,1.24116,48.0576,2,0.53672,21.5359,2.30216,0,0,-,0,0,0,-,0,2,0.167725,16.4706,0.719424,23.3138,582.711,25.0303,996.8579987,47.74966515,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day06.xlsx,Block3,H190,44516,8:00:00 AM,Day06,Trial1,Train,SW,N,,2086.65,23.1841,65.4704,176704,80.3243,216795,88.3517,238461,93.6768,252834,65.9726,178060,1,90.0367,0,100,5,17.5804,0,19.5258,5,17.3135,14.1443,19.2293,6,19.4818,8.87357,21.6376,6,34.7604,1.6346,38.6069,0,0,-,0,2,0.266875,56.911,0.296407,1,0.233515,52.4075,0.259355,0,0,-,0,90.0367,2086.65,23.1841,5656.780165,66.42323647,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day06.xlsx,Block3,H190,44516,8:00:00 AM,Day06,Trial2,Train,SW,S,,132.54,20.6711,68.2452,13171.3,93.0664,17961.8,96.1869,18564.1,129.869,25064.7,30.9605,5975.37,1,6.44523,0,100,0,0,-,0,0,0,-,0,1,0.033395,0,0.518135,1,5.3766,0.033395,83.4197,1,0.46753,5.40999,7.25389,0,0,-,0,0,0,-,0,0,0,-,0,6.44523,132.54,20.6711,107.2945866,30.70604066,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day06.xlsx,Block3,H190,44516,8:00:00 AM,Day06,Trial3,Probe,SW,W,,659.992,21.9962,59.8132,53831.9,95.5646,86008.2,75.116,67604.4,112.009,100808,42.9744,38677,1,30.0382,0,100,2,7.1758,12.0153,23.8889,1,1.83567,16.4543,6.11111,2,2.33631,4.53911,7.77778,6,17.6558,0,58.7778,3,0.667516,20.0589,2.22222,0,0,-,0,0,0,-,0,0,0,-,0,30.0382,659.992,21.9962,1202.823973,44.11605537,1.25,55.14506922,58.7778,6.11111,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.40718432,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day07.xlsx,Block4,H190,44517,8:00:00 AM,Day07,Trial1,Train,SW,N,,249.862,25.9861,40.2284,11626,90.5348,26164.6,44.8462,12960.6,68.7594,19871.5,54.5543,15766.2,1,9.64861,0,100,2,5.60888,1.46899,58.1315,1,1.46899,0,15.2249,0,0,-,0,1,0.934813,7.67883,9.68858,1,0.166931,8.61364,1.7301,0,0,-,0,0,0,-,0,2,0.300476,4.77423,3.11419,9.64861,249.862,25.9861,276.8273893,52.23028807,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day07.xlsx,Block4,H190,44517,8:00:00 AM,Day07,Trial2,Train,SW,W,,2033.59,22.6792,61.2357,164663,93.7969,252220,73.9611,198881,99.6924,268073,55.4754,149173,1,89.701,0,100,10,26.5534,0,29.6021,5,11.9757,9.34038,13.3507,4,10.7748,6.63834,12.0119,8,40.3971,1.33434,45.0353,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,89.701,2033.59,22.6792,4888.597469,56.18347115,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day07.xlsx,Block4,H190,44517,8:00:00 AM,Day07,Trial3,Train,SW,E,,442.924,25.0278,56.8491,30186.9,56.5188,30011.5,103.67,55048.8,86.1433,45742.1,62.9788,33441.8,1,17.7307,0,98.3333,1,1.06851,7.17909,5.92593,2,5.50953,0.300519,30.5556,4,4.77493,3.77319,26.4815,2,5.00866,5.91022,27.7778,1,0.333911,16.9961,1.85185,2,0.333912,4.54119,1.85186,0,0,-,0,0,0,-,0,17.7307,442.924,25.0278,856.5576755,64.81354273,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.44003943,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day08.xlsx,Block4,H190,44518,8:00:00 AM,Day08,Trial1,Train,SW,S,,723.805,18.6009,52.2656,60993.9,55.6464,64939.3,94.2512,109991,89.0403,103910,58.9828,68832.9,1,38.9458,0,100,2,4.03808,12.6482,10.3685,3,5.43973,4.70554,13.9674,4,19.3227,0,49.6144,2,8.57676,10.3121,22.0223,1,0.800943,37.9113,2.05656,1,0.533961,3.1704,1.37104,0,0,-,0,0,0,-,0,38.9458,723.805,18.6009,2192.440178,61.47076427,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.47289454,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day08.xlsx,Block4,H190,44518,8:00:00 AM,Day08,Trial2,Train,SW,E,,380.966,23.1471,58.5644,28930.8,97.7023,48264.9,63.3455,31292.7,81.9006,40458.9,61.4101,30336.6,1,16.4918,0,100,2,6.10933,3.93935,37.0445,1,3.93935,0,23.8866,0,0,-,0,2,5.40826,6.71024,32.7935,2,0.467381,15.4569,2.83401,0,0,-,0,0,0,-,0,0,0,-,0,16.4918,380.966,23.1471,732.2246347,63.06855833,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.47289454,22,Older-Aged
Statistics-NRBP1B_MWM_SLI_Day08.xlsx,Block4,H190,44518,8:00:00 AM,Day08,Trial3,Probe,SW,N,,681.843,23.11,53.3033,47173.4,95.7957,84779.2,60.1243,53210,52.4004,46374.4,77.6705,68738.4,1,29.5376,0,100,4,9.74573,1.30166,32.9943,6,13.1167,0,44.4068,1,0.166879,9.67898,0.564972,2,5.27338,8.77783,17.8531,0,0,-,0,0,0,-,0,3,0.63414,11.9819,2.14689,0,0,-,0,29.5376,681.843,23.11,2011.839826,81.62303525,1.3,106.1099458,17.8531,44.4068,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.47289454,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial1,Cue,SE,N,,424.091,21.0658,44.5009,26878.5,79.8321,48218.6,57.7975,34909.7,78.9544,47688.5,64.279,38824.5,1,20.1651,0,100,3,7.94584,0,39.404,1,2.20347,14.4227,10.9272,1,2.33701,16.6262,11.5894,2,4.54048,5.97608,22.5166,2,0.400632,8.48002,1.98676,1,0.534174,18.9632,2.649,0,0,-,0,2,0.267088,3.47213,1.32451,20.1651,424.091,21.0658,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial2,Cue,SW,E,,122.009,26.4513,37.1823,5168.34,75.2421,10458.7,73.0581,10155.1,78.0063,10842.9,44.7247,6216.73,1,4.64602,0,100,1,0.43452,1.43726,9.35253,1,1.43726,0,30.9352,0,0,-,0,1,1.67123,1.87178,35.9712,1,0.200548,3.54301,4.31656,0,0,-,0,0,0,-,0,0,0,-,0,4.64602,122.009,26.4513,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial3,Cue,NE,S,,153.421,19.2999,69.431,16594,53.135,12699.3,114.838,27446.2,54.8963,13120.2,111.788,26717.4,1,7.98272,0,100,0,0,-,0,1,2.30463,3.64065,28.8703,1,3.64065,0,45.6067,0,0,-,0,0,0,-,0,0,0,-,0,1,1.03541,5.94529,12.9707,0,0,-,0,7.98272,153.421,19.2999,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial4,Cue,NW,E,,158.355,25.6104,63.5507,11820.4,107.661,20024.9,51.6573,9608.25,48.8454,9085.25,109.54,20374.4,1,6.21668,0,100,1,1.97196,3.00807,31.7204,1,3.00807,0,48.3871,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,1,0.233961,4.98003,3.76344,6.21668,158.355,25.6104,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial5,Cue,SE,W,,170.606,26.4384,71.4157,13854.7,61.5166,11934.2,111.199,21572.5,119.976,23275.3,51.9232,10073.1,1,6.48639,0,100,0,0,-,0,0,0,-,0,1,2.60793,3.37694,40.2062,1,3.37694,0,52.0619,0,0,-,0,1,0.167175,5.98487,2.57732,0,0,-,0,0,0,-,0,6.48639,170.606,26.4384,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
Statistics-NRBP1B_MWM_CUE_Day09.xlsx,Block6,H190,44519,8:00:00 AM,Day09,Trial6,Cue,NW,S,,258.811,29.2202,72.7605,19354.3,83.3349,22167.1,83.5984,22237.2,60.1339,15995.6,115.534,30732.2,1,8.89068,0,100,1,1.37037,6.04967,15.4135,1,3.74344,2.30623,42.1053,1,2.30623,0,25.9398,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,1,0.133694,7.42004,1.50376,8.89068,258.811,29.2202,,,,,,,,230,NIA,1/4/2020,4-Nov,F,22,F344,WT,22.50574964,22,Older-Aged
